"chance_of_playing_next_round","chance_of_playing_this_round","code","cost_change_event","cost_change_event_fall","cost_change_start","cost_change_start_fall","dreamteam_count","element_type","ep_next","ep_this","event_points","first_name","form","id","in_dreamteam","news","news_added","now_cost","photo","points_per_game","second_name","selected_by_percent","special","squad_number","status","team","team_code","total_points","transfers_in","transfers_in_event","transfers_out","transfers_out_event","value_form","value_season","web_name","region","minutes","goals_scored","assists","clean_sheets","goals_conceded","own_goals","penalties_saved","penalties_missed","yellow_cards","red_cards","saves","bonus","bps","influence","creativity","threat","ict_index","starts","expected_goals","expected_assists","expected_goal_involvements","expected_goals_conceded","influence_rank","influence_rank_type","creativity_rank","creativity_rank_type","threat_rank","threat_rank_type","ict_index_rank","ict_index_rank_type","corners_and_indirect_freekicks_order","corners_and_indirect_freekicks_text","direct_freekicks_order","direct_freekicks_text","penalties_order","penalties_text","expected_goals_per_90","saves_per_90","expected_assists_per_90","expected_goal_involvements_per_90","expected_goals_conceded_per_90","goals_conceded_per_90","now_cost_rank","now_cost_rank_type","form_rank","form_rank_type","points_per_game_rank","points_per_game_rank_type","selected_rank","selected_rank_type","starts_per_90","clean_sheets_per_90"
75,100,199798,-1,1,-1,1,1,2,"0.8","0.0",1,"Ezri","1.0",44,FALSE,"Hip injury - 75% chance of playing","2024-11-21T08:30:08.587167Z",44,"199798.jpg","2.0","Konsa Ngoyo","9.9",FALSE,,"d",2,7,20,819990,11984,1034078,26217,"0.2","4.5","Konsa",241,821,1,0,0,16,0,0,0,0,0,0,1,108,"168.0","56.6","57.0","28.2",10,"0.35","0.33","0.68","11.29",120,49,208,55,179,38,186,52,,"",,"",,"",0.04,0,0.04,0.08,1.24,1.75,495,100,241,78,224,73,47,17,1.1,0
75,,441302,0,0,-3,3,0,2,"0.5","-0.3",1,"Ian","0.7",45,FALSE,"Knock - 75% chance of playing","2024-11-14T10:00:07.838636Z",47,"441302.jpg","1.0","Maatsen","1.6",FALSE,,"d",2,7,9,65458,592,273280,5544,"0.1","1.9","Maatsen",152,153,0,0,0,3,0,0,0,0,0,0,0,26,"38.4","94.7","18.0","15.1",0,"0.01","0.70","0.71","2.68",324,115,145,31,282,87,269,89,,"",,"",,"",0.01,0,0.41,0.42,1.58,1.76,338,44,287,96,385,134,161,60,0,0
0,0,462381,0,0,0,0,0,1,"0.0","0.0",0,"Filip","0.0",46,FALSE,"Has joined MK Dons for the rest of the season","2024-07-18T09:50:40.812599Z",40,"462381.jpg","0.0","Marschall","0.0",FALSE,,"u",2,7,0,0,0,58,1,"0.0","0.0","Marschall",,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",488,52,474,35,436,26,491,52,,"",,"",,"",0,0,0,0,0,0,631,63,407,45,492,52,674,71,0,0
,,98980,0,0,0,0,0,1,"1.3","0.3",2,"Emiliano","1.3",47,FALSE,"",,50,"98980.jpg","2.9","Martínez Romero","13.1",FALSE,,"a",2,7,32,783165,19942,811933,24887,"0.3","6.4","Martinez",10,990,0,0,1,17,0,1,0,1,0,27,2,121,"244.0","0.0","0.0","24.5",11,"0.00","0.00","0.00","13.44",52,13,641,68,637,66,205,14,,"",,"",,"",0,2.45,0,0,1.22,1.55,189,8,215,20,131,20,28,3,1,0.09
100,100,122806,0,0,-3,3,0,3,"1.7","0.7",1,"John","1.7",48,FALSE,"","2024-09-21T20:30:05.276348Z",52,"122806.jpg","1.7","McGinn","0.8",FALSE,,"a",2,7,15,55785,1597,201980,1968,"0.3","2.9","McGinn",243,551,0,0,2,9,0,0,0,2,0,0,0,64,"31.6","93.7","50.0","17.7",7,"0.63","0.76","1.39","7.30",332,154,147,101,197,115,252,124,,"",,"",,"",0.1,0,0.12,0.22,1.19,1.47,164,99,188,87,278,128,223,72,1.14,0.33
100,100,149484,0,0,-1,1,0,2,"0.0","-1.0",0,"Tyrone","0.0",49,FALSE,"","2024-08-05T15:00:04.309727Z",44,"149484.jpg","0.0","Mings","0.1",FALSE,,"a",2,7,0,4468,875,6551,338,"0.0","0.0","Mings",241,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",538,206,529,205,504,199,541,206,,"",,"",,"",0,0,0,0,0,0,488,95,479,197,544,204,473,173,0,0
,,578545,0,0,0,0,0,2,"0.0","-1.0",0,"Kosta","0.0",50,FALSE,"",,40,"578545.jpg","1.0","Nedeljković","1.1",FALSE,,"a",2,7,3,237439,404,177740,3648,"0.0","0.8","Nedeljkovic",190,93,0,0,0,2,0,0,0,0,0,0,0,13,"22.2","6.3","0.0","2.9",0,"0.00","0.02","0.02","1.84",348,122,362,118,467,177,383,127,,"",,"",,"",0,0,0.02,0.02,1.78,1.94,663,209,438,170,353,121,194,75,0,0
100,100,111782,0,0,0,0,0,1,"0.0","-1.0",0,"Robin","0.0",51,FALSE,"","2024-10-18T16:30:05.894923Z",45,"111782.jpg","0.0","Olsen","0.1",FALSE,,"a",2,7,0,4300,146,7647,228,"0.0","0.0","Olsen",206,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",556,70,553,62,531,55,559,70,,"",,"",,"",0,0,0,0,0,0,362,14,503,69,562,70,437,62,0,0
75,,244954,0,0,0,0,0,2,"0.8","0.0",1,"Pau","1.0",52,FALSE,"Muscle injury - 75% chance of playing","2024-11-13T15:00:07.856081Z",45,"244954.jpg","1.7","Torres","1.7",FALSE,,"d",2,7,19,203762,2103,185371,7119,"0.2","4.2","Pau",200,990,0,0,1,17,0,0,0,1,0,0,0,97,"149.2","41.9","33.0","22.4",11,"0.17","0.23","0.40","13.44",147,59,245,72,229,65,218,65,,"",,"",,"",0.02,0,0.02,0.04,1.22,1.55,388,73,246,82,269,90,155,57,1,0.09
50,100,232653,0,0,-1,1,0,3,"0.7","0.3",1,"Jacob","1.3",53,FALSE,"Hamstring injury - 50% chance of playing","2024-11-10T23:00:07.265497Z",54,"232653.jpg","2.2","Ramsey","0.3",FALSE,,"d",2,7,22,43364,418,51685,2403,"0.2","4.1","Ramsey",241,632,0,2,0,14,0,0,0,1,0,0,0,118,"99.4","122.1","113.0","33.7",7,"0.69","1.17","1.86","9.42",216,89,110,81,96,61,137,80,,"",,"",,"",0.1,0,0.17,0.27,1.34,1.99,136,79,223,105,207,91,314,105,1,0
100,100,244850,0,0,4,-4,1,3,"3.7","2.7",1,"Morgan","3.7",54,FALSE,"","2024-11-04T00:00:07.298201Z",54,"244850.jpg","4.1","Rogers","21.9",FALSE,,"a",2,7,45,2467169,70927,1038273,63976,"0.7","8.3","Rogers",241,899,3,2,1,12,0,0,0,3,0,0,5,142,"211.0","203.7","216.0","63.3",11,"2.51","1.47","3.98","10.99",71,23,42,36,35,20,40,27,,"",,"",,"",0.25,0,0.15,0.4,1.1,1.2,138,81,61,23,46,20,16,7,1.1,0.1
0,0,248164,0,0,0,0,0,1,"0.0","0.0",0,"Viljami","0.0",55,FALSE,"Permanent transfer to Celtic","2024-07-18T09:43:21.242291Z",40,"248164.jpg","0.0","Sinisalo","0.0",FALSE,,"u",2,7,0,0,0,61,2,"0.0","0.0","Sinisalo",,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",479,47,464,29,426,20,482,47,,"",,"",,"",0,0,0,0,0,0,620,57,396,39,483,47,676,72,0,0
0,0,514315,0,0,0,0,0,2,"0.0","0.0",0,"Lino","0.0",56,FALSE,"Loaned to  Bristol Rovers","2024-08-16T11:50:34.812830Z",40,"514315.jpg","0.0","da Cruz Sousa","0.1",FALSE,,"u",2,7,0,0,0,16873,145,"0.0","0.0","Sousa",,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",504,181,490,180,453,164,507,181,,"",,"",,"",0,0,0,0,0,0,649,196,424,157,509,178,481,176,0,0
,,166989,0,0,0,0,0,3,"1.3","0.3",1,"Youri","1.3",57,FALSE,"",,55,"166989.jpg","3.1","Tielemans","1.4",FALSE,,"a",2,7,34,202161,3640,162949,7832,"0.2","6.2","Tielemans",21,973,0,3,1,16,0,0,0,3,0,0,5,223,"246.8","384.7","59.0","69.0",11,"0.54","2.41","2.95","13.23",49,16,5,5,176,106,30,22,1,"",,"",,"",0.05,0,0.22,0.27,1.22,1.48,112,68,224,106,113,48,180,54,1.02,0.09
100,100,178301,0,0,0,0,2,4,"2.0","1.0",2,"Ollie","2.0",58,FALSE,"","2024-09-04T10:00:05.026467Z",90,"178301.jpg","5.0","Watkins","22.7",FALSE,,"a",2,7,55,2001748,44998,3177035,115910,"0.2","6.1","Watkins",241,840,5,2,4,12,0,0,0,0,0,0,7,178,"214.6","109.2","355.0","66.8",11,"5.14","0.57","5.71","10.13",70,11,127,10,8,4,34,8,,"",,"",2,"",0.55,0,0.06,0.61,1.09,1.29,8,2,175,28,20,9,13,3,1.18,0.43
50,100,449871,-1,1,-1,1,0,3,"0.7","0.3",2,"Amadou","1.3",233,FALSE,"Foot injury - 50% chance of playing","2024-11-21T08:30:08.977638Z",49,"449871.jpg","3.1","Onana","5.0",FALSE,,"d",2,7,31,1419630,4820,1153216,29273,"0.3","6.3","Onana",21,704,2,0,1,13,0,0,0,3,0,0,5,146,"178.8","68.9","168.0","41.7",10,"1.58","0.19","1.77","10.99",106,37,177,113,58,36,96,58,,"",,"",,"",0.2,0,0.02,0.22,1.4,1.66,278,183,213,98,109,45,73,22,1.28,0.13
100,100,481624,0,0,-2,2,0,3,"0.7","-0.3",1,"Jaden","0.7",569,FALSE,"","2024-10-19T16:30:07.135033Z",53,"481624.jpg","0.7","Philogene","0.0",FALSE,,"a",2,7,5,2138,146,7305,116,"0.1","0.9","Jaden",241,196,0,0,1,3,0,0,0,1,1,0,0,7,"7.2","5.3","26.0","3.1",1,"0.40","0.05","0.45","3.40",406,198,366,200,248,139,380,187,,"",,"",,"",0.18,0,0.02,0.2,1.56,1.38,156,92,304,150,438,221,525,206,0.46,0.46
,,515597,0,0,0,0,0,2,"0.0","-1.0",0,"Lamare","0.0",598,FALSE,"",,40,"515597.jpg","1.0","Bogarde","0.3",FALSE,,"a",2,7,2,49058,234,33357,940,"0.0","0.5","Bogarde",152,168,0,0,0,3,0,0,0,1,0,0,0,6,"28.8","15.5","0.0","4.4",2,"0.00","0.08","0.08","1.30",336,120,314,99,455,166,365,120,,"",,"",,"",0,0,0.04,0.04,0.7,1.61,651,198,426,159,352,120,298,113,1.07,0
,,514287,0,0,0,0,0,2,"0.0","-1.0",0,"Sil","0.0",640,FALSE,"",,40,"514287.jpg","0.0","Swinkels","0.1",FALSE,,"a",2,7,0,6554,135,3742,237,"0.0","0.0","Swinkels",152,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",503,180,489,179,452,163,506,180,,"",,"",,"",0,0,0,0,0,0,648,195,423,156,508,177,478,175,0,0
,,516159,0,0,0,0,0,1,"0.0","-1.0",0,"Oliwier","0.0",641,FALSE,"",,40,"516159.jpg","0.0","Zych","0.7",FALSE,,"a",2,7,0,77619,950,22929,2118,"0.0","0.0","Zych",172,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",506,60,492,43,456,34,509,60,,"",,"",,"",0,0,0,0,0,0,652,71,427,53,511,60,226,31,0,0
,,537403,0,0,0,0,0,3,"0.0","-1.0",0,"Kadan","0.0",656,FALSE,"",,45,"537403.jpg","0.0","Young","0.2",FALSE,,"a",2,7,0,40874,1172,22791,1628,"0.0","0.0","Young",241,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",606,266,605,271,587,262,609,269,,"",,"",,"",0,0,0,0,0,0,451,279,559,228,612,272,335,114,0,0
,,232980,0,0,-2,2,0,2,"0.0","0.0",0,"Max","0.0",59,FALSE,"",,43,"232980.jpg","0.0","Aarons","0.2",FALSE,,"a",3,91,0,7451,212,17838,404,"0.0","0.0","Aarons",241,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",529,201,519,200,491,192,532,201,,"",,"",,"",0,0,0,0,0,0,557,139,464,188,535,199,388,139,0,0
100,100,200785,0,0,-1,1,0,3,"1.0","1.0",2,"Tyler","1.0",60,FALSE,"","2024-07-21T20:00:04.554690Z",49,"200785.jpg","1.0","Adams","0.0",FALSE,,"a",3,91,3,1484,211,1191,112,"0.2","0.6","Adams",229,99,0,0,0,4,0,0,0,1,0,0,0,18,"29.4","24.2","4.0","5.8",1,"0.03","0.03","0.06","1.92",335,156,285,165,356,195,346,171,,"",,"",,"",0.03,0,0.03,0.06,1.75,3.64,262,170,253,118,398,196,614,268,0.91,0
0,0,444180,0,0,0,0,0,3,"0.0","0.0",0,"Jaidon","0.0",61,FALSE,"Season long loan to Burnley","2024-08-30T09:46:29.420148Z",45,"444180.jpg","0.0","Anthony","0.1",FALSE,,"u",3,91,0,8381,0,41524,375,"0.0","0.0","Anthony",,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",570,236,568,241,547,231,573,239,,"",,"",,"",0,0,0,0,0,0,395,238,518,194,576,242,412,147,0,0
100,100,111317,0,0,-1,1,0,3,"1.0","1.0",1,"David","1.0",62,FALSE,"","2024-08-12T14:30:04.440536Z",49,"111317.jpg","1.0","Brooks","0.0",FALSE,,"a",3,91,4,1335,52,1520,67,"0.2","0.8","Brooks",244,44,0,0,0,1,0,0,0,0,0,0,0,19,"10.6","16.1","6.0","3.2",0,"0.10","0.27","0.37","1.39",386,186,310,179,342,186,378,185,,"",,"",,"",0.2,0,0.55,0.75,2.84,2.05,250,160,252,117,395,193,617,270,0,0
0,,158499,0,0,-1,1,0,3,"0.0","1.7",1,"Ryan","1.7",63,FALSE,"Suspended until 30 Nov","2024-11-09T20:00:07.258668Z",49,"158499.jpg","2.1","Christie","0.2",FALSE,,"s",3,91,23,16976,73,24587,2399,"0.3","4.7","Christie",243,700,1,0,3,11,0,0,0,5,0,0,0,138,"139.8","149.6","75.0","36.6",9,"0.47","0.82","1.29","9.56",160,60,79,60,146,92,117,72,4,"",,"",,"",0.06,0,0.11,0.17,1.23,1.41,255,163,182,83,211,92,394,139,1.16,0.39
,,155408,0,0,0,0,0,3,"3.0","3.0",5,"Lewis","3.0",64,FALSE,"",,50,"155408.jpg","3.3","Cook","0.3",FALSE,,"a",3,91,36,41087,3538,23160,1430,"0.6","7.2","Cook",241,983,1,3,1,15,0,0,0,3,0,0,2,197,"251.0","252.8","64.0","56.8",11,"0.46","1.69","2.15","14.38",43,13,28,24,164,100,46,33,1,"",,"",,"",0.04,0,0.15,0.19,1.32,1.37,193,120,90,34,92,38,317,107,1.01,0.09
100,100,168636,0,0,-1,1,0,4,"1.0","1.0",1,"Enes","1.0",65,FALSE,"","2024-08-12T14:30:04.450058Z",54,"168636.jpg","1.0","Ünal","0.0",FALSE,,"a",3,91,8,7629,288,7493,415,"0.2","1.5","Enes Ünal",219,148,0,0,1,2,0,0,0,1,0,0,0,16,"12.2","27.3","57.0","9.1",1,"0.72","0.08","0.80","3.43",380,36,275,30,182,34,318,34,,"",4,"",,"",0.44,0,0.05,0.49,2.09,1.22,131,38,262,32,408,40,515,67,0.61,0.61
0,0,441240,0,0,0,0,0,3,"0.0","0.0",0,"Romain","0.0",66,FALSE,"Loaned to Brest","2024-08-20T12:15:06.505689Z",50,"441240.jpg","0.0","Faivre","0.0",FALSE,,"u",3,91,0,23,0,1398,7,"0.0","0.0","Faivre",,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",649,294,647,295,644,293,650,295,,"",,"",,"",0,0,0,0,0,0,221,141,626,276,650,295,646,288,0,0
0,0,424044,0,0,0,0,0,3,"0.0","0.0",0,"Hamed","0.0",67,FALSE,"Season long loan to A.J.Auxerre","2024-08-29T11:07:43.785266Z",45,"424044.jpg","0.0","Traorè","0.1",FALSE,,"u",3,91,0,3525,0,17558,176,"0.0","0.0","H.Traorè",,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",569,235,567,240,546,230,572,238,,"",,"",,"",0,0,0,0,0,0,391,237,517,193,575,241,489,183,0,0
,,463981,0,0,0,0,0,2,"0.0","0.0",0,"James","0.0",68,FALSE,"",,40,"463981.jpg","0.0","Hill","0.3",FALSE,,"a",3,91,0,18680,348,25023,793,"0.0","0.0","Hill",241,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",491,173,477,172,439,155,494,173,,"",,"",,"",0,0,0,0,0,0,634,186,410,148,495,169,292,111,0,0
0,0,523700,0,0,0,0,0,4,"0.0","0.0",0,"Daniel","0.0",69,FALSE,"Loaned to Watford","2024-08-31T06:32:40.630710Z",45,"523700.jpg","1.0","Jebbison","1.3",FALSE,,"u",3,91,2,380085,0,438856,7229,"0.0","0.4","Jebbison",,26,0,0,0,0,0,0,0,0,0,0,0,7,"3.2","10.6","2.0","1.6",0,"0.00","0.00","0.00","0.34",428,42,337,37,373,43,413,43,,"",,"",,"",0,0,0,0,1.18,0,443,69,551,47,375,36,182,34,0,0
75,100,544877,0,0,-1,1,1,2,"3.2","4.3",1,"Milos","4.3",70,FALSE,"Knock - 75% chance of playing","2024-11-21T08:30:08.632085Z",44,"544877.jpg","2.7","Kerkez","1.5",FALSE,,"d",3,91,30,166772,36951,58991,7616,"1.0","6.8","Kerkez",98,927,0,2,1,15,0,0,0,2,0,0,3,122,"177.0","163.8","43.0","38.5",11,"0.18","0.85","1.03","14.35",110,41,63,12,209,53,109,23,,"",,"",,"",0.02,0,0.08,0.1,1.39,1.46,525,118,34,9,145,37,166,64,1.07,0.1
,,222683,0,0,-2,2,1,3,"4.0","4.0",7,"Justin","4.0",71,FALSE,"",,53,"222683.jpg","3.2","Kluivert","0.7",FALSE,,"a",3,91,35,72909,28042,47224,3166,"0.8","6.6","Kluivert",152,622,2,2,4,9,0,0,0,4,0,0,2,112,"153.8","160.0","213.0","52.7",8,"2.05","0.89","2.94","8.66",140,48,64,51,38,22,57,37,,"",,"",1,"",0.3,0,0.13,0.43,1.25,1.3,155,91,53,20,103,43,228,74,1.16,0.58
0,0,223911,0,0,-1,1,0,2,"0.0","0.0",0,"Chris","0.0",72,FALSE,"On loan to Sunderland for the season","2024-09-01T09:10:00.945219Z",44,"223911.jpg","0.0","Mepham","0.0",FALSE,,"u",3,91,0,287,0,5788,49,"0.0","0.0","Mepham",,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",542,210,535,209,509,203,545,210,,"",,"",,"",0,0,0,0,0,0,504,108,486,202,548,208,562,195,0,0
75,0,533463,0,0,0,0,0,3,"0.5","0.0",0,"Dango","0.7",74,FALSE,"Muscle injury - 75% chance of playing","2024-11-01T16:30:07.369192Z",50,"533463.jpg","2.8","Ouattara","0.0",FALSE,,"d",3,91,22,3057,15,4225,148,"0.1","4.4","O.Dango",35,412,1,1,1,4,0,0,0,0,0,0,1,96,"115.4","77.5","108.0","30.2",4,"1.66","0.89","2.55","5.90",190,73,162,106,101,65,167,91,,"",,"",,"",0.36,0,0.19,0.55,1.29,0.87,235,151,298,145,140,60,575,238,0.87,0.22
0,0,495145,0,0,0,0,0,1,"0.0","0.0",0,"Alex","0.0",75,FALSE,"Loaned to Auckland FC","2024-08-10T12:14:13.050842Z",40,"495145.jpg","0.0","Paulsen","0.0",FALSE,,"u",3,91,0,0,0,2180,73,"0.0","0.0","Paulsen",,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",497,58,483,41,445,32,500,58,,"",,"",,"",0,0,0,0,0,0,641,69,416,51,501,58,570,69,0,0
100,100,168991,0,0,-2,2,0,3,"0.0","0.0",0,"Philip","0.0",76,FALSE,"","2024-08-29T09:30:04.570455Z",48,"168991.jpg","1.0","Billing","0.1",FALSE,,"a",3,91,2,4283,106,7591,174,"0.0","0.4","Philip",58,21,0,0,0,1,0,0,0,0,0,0,0,5,"5.2","4.7","4.0","1.4",0,"0.00","0.09","0.09","0.58",412,202,369,201,354,194,420,207,,"",3,"",,"",0,0,0.39,0.39,2.49,4.29,301,200,587,248,390,191,514,199,0,0
0,0,503139,0,0,-2,2,0,3,"0.0","0.0",0,"Alex","0.0",77,FALSE,"Knee injury - Unknown return date","2024-10-25T09:00:05.962917Z",48,"503139.jpg","1.4","Scott","0.0",FALSE,,"i",3,91,11,2221,18,5199,174,"0.0","2.3","Scott",241,258,0,0,1,3,0,0,0,0,0,0,0,54,"71.0","65.5","21.0","15.8",2,"0.12","0.17","0.29","3.67",260,115,186,116,266,148,265,129,,"",,"",,"",0.04,0,0.06,0.1,1.28,1.05,328,216,599,255,311,148,547,220,0.7,0.35
75,,437730,1,-1,2,-2,1,3,"3.2","4.3",2,"Antoine","4.3",78,FALSE,"Knee injury - 75% chance of playing","2024-11-13T14:00:07.717891Z",57,"437730.jpg","4.2","Semenyo","10.1",FALSE,,"d",3,91,46,1866126,59780,971040,59171,"0.8","8.1","Semenyo",81,967,4,1,1,15,0,0,0,4,0,0,4,185,"247.2","190.5","395.0","82.9",11,"3.61","1.77","5.38","14.23",48,15,52,44,4,3,12,9,,"",,"",,"",0.34,0,0.16,0.5,1.32,1.4,98,61,43,17,44,19,45,12,1.02,0.09
,,221466,0,0,-2,2,1,2,"1.3","1.3",0,"Marcos","1.3",79,FALSE,"",,48,"221466.jpg","2.1","Senesi","0.7",FALSE,,"a",3,91,19,53689,5009,82622,4214,"0.3","4.0","Senesi",10,772,0,0,1,11,0,0,0,4,0,0,3,78,"197.0","67.0","27.0","29.3",9,"0.81","0.42","1.23","10.67",83,26,179,44,244,70,174,47,,"",,"",,"",0.09,0,0.05,0.14,1.24,1.28,310,36,208,67,210,69,227,85,1.05,0.12
0,0,224995,0,0,0,0,1,3,"0.0","0.0",0,"Luis","0.0",80,FALSE,"Hamstring injury - Unknown return date","2024-10-25T09:00:05.974870Z",50,"224995.jpg","2.4","Sinisterra","0.2",FALSE,,"i",3,91,19,68065,8,73342,1918,"0.0","3.8","Sinisterra",48,203,1,1,0,3,0,0,0,0,0,0,2,75,"98.4","96.3","177.0","37.2",1,"1.09","0.91","2.00","3.48",218,91,142,99,51,32,115,71,,"",,"",,"",0.48,0,0.4,0.88,1.54,1.33,211,133,621,272,182,77,377,135,0.44,0
,,54469,0,0,0,0,0,2,"1.0","1.0",0,"Adam","1.0",81,FALSE,"",,45,"54469.jpg","1.6","Smith","0.2",FALSE,,"a",3,91,18,16376,555,18615,751,"0.2","4.0","Smith",241,604,0,0,1,8,0,0,0,3,0,0,0,51,"73.8","49.0","6.0","12.9",6,"0.60","0.05","0.65","7.68",252,93,228,63,339,115,284,95,,"",,"",,"",0.09,0,0.01,0.1,1.14,1.19,355,54,244,80,284,94,374,132,0.89,0.15
,,201658,0,0,0,0,0,3,"2.0","2.0",1,"Marcus","2.0",83,FALSE,"",,55,"201658.jpg","3.0","Tavernier","0.3",FALSE,,"a",3,91,33,68337,1326,58524,2777,"0.4","6.0","Tavernier",241,801,1,2,2,11,0,0,0,2,0,0,2,135,"189.4","332.6","213.0","73.5",9,"2.52","1.49","4.01","10.94",93,31,11,9,39,23,19,15,2,"",2,"",,"",0.28,0,0.17,0.45,1.23,1.24,115,71,168,76,122,53,290,94,1.01,0.22
,,229600,0,0,-1,1,0,1,"2.7","2.7",0,"Mark","2.7",84,FALSE,"",,44,"229600.jpg","3.3","Travers","0.2",FALSE,,"a",3,91,10,9960,367,11310,1152,"0.6","2.3","Travers",104,270,0,0,0,3,0,0,0,0,0,12,1,38,"94.6","0.0","0.0","9.4",3,"0.00","0.01","0.01","4.15",221,24,537,59,511,51,315,24,,"",,"",,"",0,4,0,0,1.38,1,508,26,116,12,90,14,384,56,1,0
,,477580,0,0,-1,1,0,2,"1.3","1.3",0,"Illia","1.3",85,FALSE,"",,44,"477580.jpg","2.0","Zabarnyi","0.4",FALSE,,"a",3,91,22,28685,1107,36725,1231,"0.3","5.0","Zabarnyi",225,990,0,0,1,15,0,0,0,1,0,0,0,107,"179.2","20.4","14.0","21.5",11,"0.30","0.12","0.42","14.64",105,39,298,93,298,96,234,73,,"",,"",,"",0.03,0,0.01,0.04,1.33,1.36,519,116,202,64,225,74,289,109,1,0.09
100,75,109745,0,0,0,0,0,1,"0.7","0.5",2,"Kepa","0.7",152,FALSE,"","2024-10-26T20:00:07.229572Z",45,"109745.jpg","3.2","Arrizabalaga","0.6",FALSE,,"a",3,91,19,100145,2852,83070,1396,"0.2","4.2","Arrizabalaga",200,540,0,0,1,10,0,0,0,0,0,22,0,69,"159.6","10.0","0.0","16.9",6,"0.00","0.00","0.00","7.58",129,18,346,4,530,54,256,17,,"",,"",,"",0,3.67,0,0,1.26,1.67,360,13,280,21,96,15,237,33,1,0.17
,,554605,0,0,-2,2,0,2,"0.7","0.7",1,"Dean","0.7",580,FALSE,"",,43,"554605.jpg","1.0","Huijsen","0.1",FALSE,,"a",3,91,5,3040,101,8051,161,"0.2","1.2","Huijsen",200,217,0,0,0,4,0,0,0,1,0,0,0,18,"53.4","41.8","16.0","11.2",2,"0.26","0.02","0.28","4.60",292,103,246,73,288,91,294,98,,"",,"",,"",0.11,0,0.01,0.12,1.91,1.66,569,149,274,91,362,130,456,165,0.83,0
0,,436893,0,0,-1,1,0,2,"0.3","0.3",1,"Julián","0.3",592,FALSE,"Hamstring injury - Unknown return date","2024-11-21T11:30:08.788295Z",44,"436893.jpg","1.0","Araujo Zúñiga","0.2",FALSE,,"i",3,91,8,10674,260,17109,432,"0.1","1.8","J.Araujo",139,352,0,0,0,7,0,0,0,1,0,0,0,11,"40.0","7.9","2.0","5.1",5,"0.00","0.04","0.04","6.95",321,113,353,113,368,125,355,117,,"",,"",,"",0,0,0.01,0.01,1.78,1.79,516,115,321,109,366,132,378,133,1.28,0
,,444172,0,0,0,0,0,1,"0.0","0.0",0,"Will","0.0",599,FALSE,"",,40,"444172.jpg","0.0","Dennis","0.4",FALSE,,"a",3,91,0,31504,278,19679,954,"0.0","0.0","Dennis",241,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",484,51,470,34,432,25,487,51,,"",,"",,"",0,0,0,0,0,0,626,62,402,44,488,51,278,42,0,0
,,444102,0,0,-1,1,0,4,"7.7","7.7",8,"Francisco Evanilson","7.7",617,FALSE,"",,59,"444102.jpg","4.5","de Lima Barbosa","1.7",FALSE,,"a",3,91,45,269952,59062,107493,7308,"1.3","7.6","Evanilson",30,706,4,1,4,11,0,0,1,0,0,0,9,169,"168.4","88.1","232.0","48.7",9,"3.98","0.60","4.58","9.06",119,16,153,16,32,14,66,15,,"",,"",2,"",0.51,0,0.08,0.59,1.15,1.4,86,25,6,4,29,12,152,31,1.15,0.51
